# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -690.30000000 ps, Average over 10000 waveforms. Timestamp: 2020-02-17T17:16:37
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-622.56666615	0.03134602
-622.53333281	0.02341448
-622.49999948	0.01517377
-622.46666615	0.00728081
-622.43333281	0.00046076
-622.39999948	-0.00471596
-622.36666614	-0.00797215
-622.33333281	-0.00920412
-622.29999948	-0.00833502
-622.26666614	-0.00569250
-622.23333281	-0.00167359
-622.19999948	0.00304490
-622.16666614	0.00768998
-622.13333281	0.01165805
-622.09999948	0.01459649
-622.06666614	0.01635722
-622.03333281	0.01737735
-621.99999948	0.01803219
-621.96666614	0.01863961
-621.93333281	0.01940433
-621.89999947	0.02029250
-621.86666614	0.02095692
-621.83333281	0.02099168
-621.79999947	0.02018440
-621.76666614	0.01856412
-621.73333281	0.01651675
-621.69999947	0.01453059
-621.66666614	0.01340065
-621.63333281	0.01366780
-621.59999947	0.01582395
-621.56666614	0.02000965
-621.53333280	0.02597880
-621.49999947	0.03316273
-621.46666614	0.04079682
-621.43333280	0.04795953
-621.39999947	0.05371646
-621.36666614	0.05710275
-621.33333280	0.05752486
-621.29999947	0.05460684
-621.26666614	0.04842736
-621.23333280	0.03948758
-621.19999947	0.02854845
-621.16666614	0.01651256
-621.13333280	0.00418072
-621.09999947	-0.00782579
-621.06666613	-0.01905258
-621.03333280	-0.02927824
-620.99999947	-0.03829693
-620.96666613	-0.04577943
-620.93333280	-0.05151252
-620.89999947	-0.05532838
-620.86666613	-0.05731557
-620.83333280	-0.05767318
-620.79999947	-0.05667023
-620.76666613	-0.05480167
-620.73333280	-0.05228805
-620.69999947	-0.04923523
-620.66666613	-0.04568089
-620.63333280	-0.04140604
-620.59999946	-0.03648342
-620.56666613	-0.03095769
-620.53333280	-0.02513193
-620.49999946	-0.01959520
-620.46666613	-0.01506741
-620.43333280	-0.01217045
-620.39999946	-0.01148903
-620.36666613	-0.01307325
-620.33333280	-0.01663467
-620.29999946	-0.02158866
-620.26666613	-0.02704241
-620.23333279	-0.03224083
-620.19999946	-0.03652353
-620.16666613	-0.03954387
-620.13333279	-0.04101039
-620.09999946	-0.04083387
-620.06666613	-0.03901588
-620.03333279	-0.03537318
-619.99999946	-0.02991790
-619.96666613	-0.02275842
-619.93333279	-0.01406274
-619.89999946	-0.00432275
-619.86666613	0.00588024
-619.83333279	0.01581871
-619.79999946	0.02466928
-619.76666612	0.03185903
-619.73333279	0.03691047
-619.69999946	0.03943620
-619.66666612	0.03943258
-619.63333279	0.03713137
-619.59999946	0.03279583
-619.56666612	0.02700939
-619.53333279	0.02048387
-619.49999946	0.01365564
-619.46666612	0.00695868
-619.43333279	0.00078037
-619.39999945	-0.00484886
-619.36666612	-0.00993667
-619.33333279	-0.01445754
-619.29999945	-0.01805550
-619.26666612	-0.02046044
-619.23333279	-0.02108045
-619.19999945	-0.01965778
-619.16666612	-0.01607334
-619.13333279	-0.01044569
-619.09999945	-0.00313976
-619.06666612	0.00526775
-619.03333279	0.01424336
-618.99999945	0.02331525
-618.96666612	0.03188657
-618.93333278	0.03948349
-618.89999945	0.04546252
-618.86666612	0.04923461
-618.83333278	0.05025463
-618.79999945	0.04801926
-618.76666612	0.04248984
-618.73333278	0.03404425
-618.69999945	0.02358334
-618.66666612	0.01237016
-618.63333278	0.00163608
-618.59999945	-0.00755219
-618.56666612	-0.01432686
-618.53333278	-0.01849814
-618.49999945	-0.02012271
-618.46666611	-0.01953546
-618.43333278	-0.01712918
-618.39999945	-0.01335088
-618.36666611	-0.00838938
-618.33333278	-0.00226959
-618.29999945	0.00487976
-618.26666611	0.01298895
-618.23333278	0.02193593
-618.19999945	0.03145460
-618.16666611	0.04109737
-618.13333278	0.05059330
-618.09999944	0.05951578
-618.06666611	0.06754827
-618.03333278	0.07431516
-617.99999944	0.07951897
-617.96666611	0.08281591
-617.93333278	0.08407775
-617.89999944	0.08315784
-617.86666611	0.07977554
-617.83333278	0.07374716
-617.79999944	0.06507516
-617.76666611	0.05377578
-617.73333278	0.04004047
-617.69999944	0.02442664
-617.66666611	0.00746699
-617.63333277	-0.00975950
-617.59999944	-0.02619383
-617.56666611	-0.04071744
-617.53333277	-0.05245608
-617.49999944	-0.06068034
-617.46666611	-0.06502197
-617.43333277	-0.06532589
-617.39999944	-0.06174537
-617.36666611	-0.05417723
-617.33333277	-0.04297977
-617.29999944	-0.02857173
-617.26666611	-0.01152968
-617.23333277	0.00731749
-617.19999944	0.02688123
-617.16666610	0.04575100
-617.13333277	0.06267482
-617.09999944	0.07619920
-617.06666610	0.08537669
-617.03333277	0.08945474
-616.99999944	0.08817950
-616.96666610	0.08193250
-616.93333277	0.07142338
-616.89999944	0.05766114
-616.86666610	0.04178036
-616.83333277	0.02485512
-616.79999943	0.00799921
-616.76666610	-0.00781704
-616.73333277	-0.02160165
-616.69999943	-0.03244696
-616.66666610	-0.03948894
-616.63333277	-0.04200148
-616.59999943	-0.03953274
-616.56666610	-0.03202539
-616.53333277	-0.02009904
-616.49999943	-0.00478438
-616.46666610	0.01240755
-616.43333277	0.02971212
-616.39999943	0.04550539
-616.36666610	0.05855497
-616.33333276	0.06806212
-616.29999943	0.07363674
-616.26666610	0.07537839
-616.23333276	0.07356775
-616.19999943	0.06858595
-616.16666610	0.06086577
-616.13333276	0.05093886
-616.09999943	0.03955328
-616.06666610	0.02757421
-616.03333276	0.01609320
-615.99999943	0.00603893
-615.96666610	-0.00188250
-615.93333276	-0.00747967
-615.89999943	-0.01100322
-615.86666609	-0.01300826
-615.83333276	-0.01429514
-615.79999943	-0.01529975
-615.76666609	-0.01621037
-615.73333276	-0.01661186
-615.69999943	-0.01592067
-615.66666609	-0.01335245
-615.63333276	-0.00830560
-615.59999943	-0.00054451
-615.56666609	0.00961499
-615.53333276	0.02147248
-615.49999942	0.03395804
-615.46666609	0.04601755
-615.43333276	0.05663105
-615.39999942	0.06521257
-615.36666609	0.07141294
-615.33333276	0.07519269
-615.29999942	0.07677965
-615.26666609	0.07639369
-615.23333276	0.07419865
-615.19999942	0.07027291
-615.16666609	0.06436370
-615.13333276	0.05646406
-615.09999942	0.04640276
-615.06666609	0.03471548
-615.03333275	0.02192199
-614.99999942	0.00905842
-614.96666609	-0.00281923
-614.93333275	-0.01272314
-614.89999942	-0.02007279
-614.86666609	-0.02468212
-614.83333275	-0.02675124
-614.79999942	-0.02680163
-614.76666609	-0.02546291
-614.73333275	-0.02328089
-614.69999942	-0.02074074
-614.66666609	-0.01803715
-614.63333275	-0.01542830
-614.59999942	-0.01319114
-614.56666608	-0.01131140
-614.53333275	-0.00985044
-614.49999942	-0.00881864
-614.46666608	-0.00778261
-614.43333275	-0.00621797
-614.39999942	-0.00358266
-614.36666608	0.00034160
-614.33333275	0.00586163
-614.29999942	0.01258964
-614.26666608	0.02012833
-614.23333275	0.02752167
-614.19999941	0.03385328
-614.16666608	0.03831974
-614.13333275	0.04033975
-614.09999941	0.03956735
-614.06666608	0.03598334
-614.03333275	0.02973695
-613.99999941	0.02163643
-613.96666608	0.01225684
-613.93333275	0.00258944
-613.89999941	-0.00617735
-613.86666608	-0.01313629
-613.83333275	-0.01730813
-613.79999941	-0.01793180
-613.76666608	-0.01465793
-613.73333274	-0.00747918
-613.69999941	0.00290481
-613.66666608	0.01556837
-613.63333274	0.02896331
-613.59999941	0.04171547
-613.56666608	0.05250846
-613.53333274	0.06042181
-613.49999941	0.06481585
-613.46666608	0.06548217
-613.43333274	0.06256103
-613.39999941	0.05652364
-613.36666608	0.04821269
-613.33333274	0.03837182
-613.29999941	0.02792249
-613.26666607	0.01764578
-613.23333274	0.00826170
-613.19999941	0.00031081
-613.16666607	-0.00585212
-613.13333274	-0.01026156
-613.09999941	-0.01281239
-613.06666607	-0.01395191
-613.03333274	-0.01386915
-612.99999941	-0.01296311
-612.96666607	-0.01159388
-612.93333274	-0.01008320
-612.89999940	-0.00882723
-612.86666607	-0.00801232
-612.83333274	-0.00773725
-612.79999940	-0.00784030
-612.76666607	-0.00797771
-612.73333274	-0.00761714
-612.69999940	-0.00600158
-612.66666607	-0.00265370
-612.63333274	0.00254361
-612.59999940	0.00936710
-612.56666607	0.01719630
-612.53333274	0.02508630
-612.49999940	0.03189600
-612.46666607	0.03682515
-612.43333273	0.03934322
-612.39999940	0.03948583
-612.36666607	0.03758553
-612.33333273	0.03433170
-612.29999940	0.03066200
-612.26666607	0.02734967
-612.23333273	0.02487200
-612.19999940	0.02341733
-612.16666607	0.02279678
-612.13333273	0.02263607
-612.09999940	0.02247464
-612.06666607	0.02181319
-612.03333273	0.02050825
-611.99999940	0.01859413
-611.96666606	0.01609034
-611.93333273	0.01344729
-611.89999940	0.01104353
-611.86666606	0.00934817
-611.83333273	0.00855724
-611.79999940	0.00868976
-611.76666606	0.00971841
-611.73333273	0.01135570
-611.69999940	0.01337530
-611.66666606	0.01549760
-611.63333273	0.01762636
-611.59999939	0.01988945
-611.56666606	0.02209833
-611.53333273	0.02418988
-611.49999939	0.02592934
-611.46666606	0.02695314
-611.43333273	0.02675437
-611.39999939	0.02508549
-611.36666606	0.02190671
-611.33333273	0.01752018
-611.29999939	0.01246300
-611.26666606	0.00719559
-611.23333273	0.00238655
-611.19999939	-0.00152428
-611.16666606	-0.00431000
-611.13333272	-0.00584005
-611.09999939	-0.00617546
-611.06666606	-0.00533738
-611.03333272	-0.00348424
-610.99999939	-0.00085072
-610.96666606	0.00240727
-610.93333272	0.00603273
-610.89999939	0.00986632
-610.86666606	0.01378599
-610.83333272	0.01760767
-610.79999939	0.02128286
-610.76666606	0.02454585
-610.73333272	0.02696456
-610.69999939	0.02833614
-610.66666605	0.02831053
-610.63333272	0.02679004
-610.59999939	0.02371752
-610.56666605	0.01942149
-610.53333272	0.01429986
-610.49999939	0.00886052
-610.46666605	0.00371715
-610.43333272	-0.00054658
-610.39999939	-0.00346828
-610.36666605	-0.00461845
-610.33333272	-0.00394700
-610.29999938	-0.00126189
-610.26666605	0.00336058
-610.23333272	0.00960197
-610.19999938	0.01695278
-610.16666605	0.02498601
-610.13333272	0.03315447
-610.09999938	0.04100916
-610.06666605	0.04809396
-610.03333272	0.05437989
-609.99999938	0.05971500
-609.96666605	0.06397750
-609.93333272	0.06710455
-609.89999938	0.06882178
-609.86666605	0.06891605
-609.83333271	0.06711169
-609.79999938	0.06343550
-609.76666605	0.05799089
-609.73333271	0.05112970
-609.69999938	0.04327935
-609.66666605	0.03469277
-609.63333271	0.02571722
-609.59999938	0.01645201
-609.56666605	0.00701497
-609.53333271	-0.00249836
-609.49999938	-0.01182980
-609.46666605	-0.02047492
-609.43333271	-0.02790591
-609.39999938	-0.03339306
-609.36666604	-0.03609195
-609.33333271	-0.03572036
-609.29999938	-0.03223300
-609.26666604	-0.02585920
-609.23333271	-0.01726325
-609.19999938	-0.00716760
-609.16666604	0.00352249
-609.13333271	0.01403552
-609.09999938	0.02370435
-609.06666604	0.03199844
-609.03333271	0.03861775
-608.99999937	0.04337448
-608.96666604	0.04634529
-608.93333271	0.04752710
-608.89999937	0.04697459
-608.86666604	0.04487715
-608.83333271	0.04138909
-608.79999937	0.03682657
-608.76666604	0.03165192
-608.73333271	0.02648076
-608.69999937	0.02187465
-608.66666604	0.01834591
-608.63333271	0.01625900
-608.59999937	0.01584569
-608.56666604	0.01709448
-608.53333270	0.02004518
-608.49999937	0.02450693
-608.46666604	0.03037189
-608.43333270	0.03717325
-608.39999937	0.04438880
-608.36666604	0.05154742
-608.33333270	0.05793527
-608.29999937	0.06292253
-608.26666604	0.06604475
-608.23333270	0.06698960
-608.19999937	0.06565488
-608.16666604	0.06218937
-608.13333270	0.05699154
-608.09999937	0.05049061
-608.06666603	0.04319637
-608.03333270	0.03579015
-607.99999937	0.02849131
-607.96666603	0.02155387
-607.93333270	0.01495633
-607.89999937	0.00868987
-607.86666603	0.00255747
-607.83333270	-0.00342698
-607.79999937	-0.00930415
-607.76666603	-0.01473623
-607.73333270	-0.01937152
-607.69999936	-0.02301895
-607.66666603	-0.02535318
-607.63333270	-0.02627034
-607.59999936	-0.02567320
-607.56666603	-0.02370589
-607.53333270	-0.02030338
-607.49999936	-0.01555449
-607.46666603	-0.00947973
-607.43333270	-0.00226438
-607.39999936	0.00594236
-607.36666603	0.01483051
-607.33333270	0.02383695
-607.29999936	0.03229886
-607.26666603	0.03955935
-607.23333269	0.04492137
-607.19999936	0.04796494
-607.16666603	0.04810828
-607.13333269	0.04546329
-607.09999936	0.04034193
-607.06666603	0.03311144
-607.03333269	0.02456474
-606.99999936	0.01547516
-606.96666603	0.00651153
-606.93333269	-0.00163626
-606.89999936	-0.00861182
-606.86666603	-0.01417084
-606.83333269	-0.01808391
-606.79999936	-0.02026519
-606.76666602	-0.02077878
-606.73333269	-0.01960553
-606.69999936	-0.01689924
-606.66666602	-0.01293083
-606.63333269	-0.00804554
-606.59999936	-0.00249012
-606.56666602	0.00331450
-606.53333269	0.00901697
-606.49999936	0.01414180
-606.46666602	0.01864565
-606.43333269	0.02229575
-606.39999935	0.02519604
-606.36666602	0.02742425
-606.33333269	0.02906954
-606.29999935	0.03000943
-606.26666602	0.03029163
-606.23333269	0.02966389
-606.19999935	0.02800750
-606.16666602	0.02529339
-606.13333269	0.02169000
-606.09999935	0.01753189
-606.06666602	0.01324310
-606.03333269	0.00939001
-605.99999935	0.00635910
-605.96666602	0.00431125
-605.93333268	0.00336183
-605.89999935	0.00326698
-605.86666602	0.00394159
-605.83333268	0.00492937
-605.79999935	0.00603983
-605.76666602	0.00689493
-605.73333268	0.00731251
-605.69999935	0.00718953
-605.66666602	0.00643260
-605.63333268	0.00526375
-605.59999935	0.00385122
-605.56666601	0.00244366
-605.53333268	0.00152663
-605.49999935	0.00127279
-605.46666601	0.00186144
-605.43333268	0.00318957
-605.39999935	0.00502692
-605.36666601	0.00698431
-605.33333268	0.00866467
-605.29999935	0.00952154
-605.26666601	0.00940373
-605.23333268	0.00833121
-605.19999935	0.00666341
-605.16666601	0.00485560
-605.13333268	0.00356595
-605.09999934	0.00335057
-605.06666601	0.00442711
-605.03333268	0.00687916
-604.99999934	0.01025278
-604.96666601	0.01425493
-604.93333268	0.01840532
-604.89999934	0.02245643
-604.86666601	0.02610623
-604.83333268	0.02930022
-604.79999934	0.03210608
-604.76666601	0.03436860
-604.73333268	0.03592124
-604.69999934	0.03673235
-604.66666601	0.03674477
-604.63333267	0.03587851
-604.59999934	0.03414453
-604.56666601	0.03177948
-604.53333267	0.02900297
-604.49999934	0.02620416
-604.46666601	0.02362937
-604.43333267	0.02159020
-604.39999934	0.02024250
-604.36666601	0.01975386
-604.33333267	0.01999429
-604.29999934	0.02089706
-604.26666600	0.02216995
-604.23333267	0.02348460
-604.19999934	0.02431120
-604.16666600	0.02432701
-604.13333267	0.02326628
-604.09999934	0.02093165
-604.06666600	0.01752007
-604.03333267	0.01324604
-603.99999934	0.00867038
-603.96666600	0.00408025
-603.93333267	-0.00003643
-603.89999934	-0.00342082
-603.86666600	-0.00601939
-603.83333267	-0.00765057
-603.79999933	-0.00835788
-603.76666600	-0.00829460
-603.73333267	-0.00738958
-603.69999933	-0.00568511
-603.66666600	-0.00327270
-603.63333267	-0.00032431
-603.59999933	0.00313216
-603.56666600	0.00686468
-603.53333267	0.01050417
-603.49999933	0.01380536
-603.46666600	0.01663672
-603.43333267	0.01874041
-603.39999933	0.02015509
-603.36666600	0.02098098
-603.33333266	0.02158156
-603.29999933	0.02232419
-603.26666600	0.02341230
-603.23333266	0.02504797
-603.19999933	0.02722595
-603.16666600	0.02968939
-603.13333266	0.03213304
-603.09999933	0.03428613
-603.06666600	0.03597957
-603.03333266	0.03693003
-602.99999933	0.03708484
-602.96666599	0.03650087
-602.93333266	0.03517871
-602.89999933	0.03313967
-602.86666599	0.03024025
-602.83333266	0.02671075
-602.79999933	0.02252863
-602.76666599	0.01782904
-602.73333266	0.01277806
-602.69999933	0.00761023
-602.66666599	0.00258134
-602.63333266	-0.00202978
-602.59999933	-0.00588788
-602.56666599	-0.00887348
-602.53333266	-0.01080778
-602.49999932	-0.01151467
-602.46666599	-0.01117529
-602.43333266	-0.00993835
-602.39999932	-0.00817781
-602.36666599	-0.00611695
-602.33333266	-0.00398970
-602.29999932	-0.00195584
-602.26666599	-0.00007182
-602.23333266	0.00151463
-602.19999932	0.00284145
-602.16666599	0.00391553
-602.13333266	0.00477510
-602.09999932	0.00551784
-602.06666599	0.00609358
-602.03333265	0.00672975
-601.99999932	0.00738161
-601.96666599	0.00797124
-601.93333265	0.00847452
-601.89999932	0.00870897
-601.86666599	0.00867084
-601.83333265	0.00824697
-601.79999932	0.00755613
-601.76666599	0.00662289
-601.73333265	0.00553723
-601.69999932	0.00426753
-601.66666598	0.00302034
-601.63333265	0.00178518
-601.59999932	0.00078040
-601.56666598	0.00020047
-601.53333265	0.00032962
-601.49999932	0.00136696
-601.46666598	0.00340249
-601.43333265	0.00639125
-601.39999932	0.00995904
-601.36666598	0.01363933
-601.33333265	0.01686965
-601.29999932	0.01904502
-601.26666598	0.01981650
-601.23333265	0.01904774
-601.19999931	0.01703393
-601.16666598	0.01430501
-601.13333265	0.01161368
-601.09999931	0.00941867
-601.06666598	0.00840894
-601.03333265	0.00872778
-600.99999931	0.01029919
-600.96666598	0.01279839
-600.93333265	0.01578757
-600.89999931	0.01877463
-600.86666598	0.02125330
-600.83333265	0.02305151
-600.79999931	0.02391234
-600.76666598	0.02396860
-600.73333264	0.02328187
-600.69999931	0.02204621
-600.66666598	0.02035303
-600.63333264	0.01828673
-600.59999931	0.01589979
-600.56666598	0.01315357
-600.53333264	0.01008107
-600.49999931	0.00679389
-600.46666598	0.00350871
-600.43333264	0.00039375
-600.39999931	-0.00231007
-600.36666597	-0.00455190
-600.33333264	-0.00621570
-600.29999931	-0.00718741
-600.26666597	-0.00758920
-600.23333264	-0.00733682
-600.19999931	-0.00670151
-600.16666597	-0.00562087
-600.13333264	-0.00451634
-600.09999931	-0.00348427
-600.06666597	-0.00282766
-600.03333264	-0.00269845
-599.99999931	-0.00327550
-599.96666597	-0.00457062
-599.93333264	-0.00666651
-599.89999930	-0.00921462
-599.86666597	-0.01191312
-599.83333264	-0.01419210
-599.79999930	-0.01566750
-599.76666597	-0.01591117
-599.73333264	-0.01481728
-599.69999930	-0.01252454
-599.66666597	-0.00956918
-599.63333264	-0.00639403
-599.59999930	-0.00355339
-599.56666597	-0.00146729
-599.53333264	-0.00035888
-599.49999930	-0.00018351
-599.46666597	-0.00069757
-599.43333263	-0.00162598
-599.39999930	-0.00258766
-599.36666597	-0.00320509
-599.33333263	-0.00320591
-599.29999930	-0.00256718
-599.26666597	-0.00120242
-599.23333263	0.00080942
-599.19999930	0.00324158
-599.16666597	0.00596786
-599.13333263	0.00850096
-599.09999930	0.01058716
-599.06666596	0.01200517
-599.03333263	0.01231534
-598.99999930	0.01133068
-598.96666596	0.00889647
-598.93333263	0.00503783
-598.89999930	-0.00014498
-598.86666596	-0.00634288
-598.83333263	-0.01320220
-598.79999930	-0.02037613
-598.76666596	-0.02747100
-598.73333263	-0.03423852
-598.69999930	-0.04041807
-598.66666596	-0.04574551
-598.63333263	-0.04996441
-598.59999929	-0.05295474
-598.56666596	-0.05439175
-598.53333263	-0.05434387
-598.49999929	-0.05304389
-598.46666596	-0.05083338
-598.43333263	-0.04824432
-598.39999929	-0.04577990
-598.36666596	-0.04374937
-598.33333263	-0.04228218
-598.29999929	-0.04118998
-598.26666596	-0.04023965
-598.23333263	-0.03918227
-598.19999929	-0.03782729
-598.16666596	-0.03608137
-598.13333262	-0.03399160
-598.09999929	-0.03159084
-598.06666596	-0.02900933
-598.03333262	-0.02630263
-597.99999929	-0.02341651
-597.96666596	-0.02053090
-597.93333262	-0.01785271
-597.89999929	-0.01548510
-597.86666596	-0.01389589
-597.83333262	-0.01322512
-597.79999929	-0.01381593
-597.76666595	-0.01560852
-597.73333262	-0.01851275
-597.69999929	-0.02217589
-597.66666595	-0.02630631
-597.63333262	-0.03044893
-597.59999929	-0.03420808
-597.56666595	-0.03735910
-597.53333262	-0.03970556
-597.49999929	-0.04127021
-597.46666595	-0.04190866
-597.43333262	-0.04180284
-597.39999929	-0.04070150
-597.36666595	-0.03880451
-597.33333262	-0.03605643
-597.29999928	-0.03287941
-597.26666595	-0.02936073
-597.23333262	-0.02600815
-597.19999928	-0.02306176
-597.16666595	-0.02096337
-597.13333262	-0.01998719
-597.09999928	-0.02022076
-597.06666595	-0.02169427
-597.03333262	-0.02433212
-596.99999928	-0.02784959
-596.96666595	-0.03190323
-596.93333262	-0.03615638
-596.89999928	-0.04025810
-596.86666595	-0.04390800
-596.83333261	-0.04682719
-596.79999928	-0.04872094
-596.76666595	-0.04956819
-596.73333261	-0.04934281
-596.69999928	-0.04806358
-596.66666595	-0.04585451
-596.63333261	-0.04275974
-596.59999928	-0.03914270
-596.56666595	-0.03515606
-596.53333261	-0.03115404
-596.49999928	-0.02743190
-596.46666594	-0.02438758
-596.43333261	-0.02213545
-596.39999928	-0.02076091
-596.36666594	-0.02036237
-596.33333261	-0.02061862
-596.29999928	-0.02135506
-596.26666594	-0.02230254
-596.23333261	-0.02307836
-596.19999928	-0.02361228
-596.16666594	-0.02373430
-596.13333261	-0.02360566
-596.09999928	-0.02315415
-596.06666594	-0.02251705
-596.03333261	-0.02175377
-595.99999927	-0.02099892
-595.96666594	-0.02042493
-595.93333261	-0.02013642
-595.89999927	-0.02034656
-595.86666594	-0.02105611
-595.83333261	-0.02217639
-595.79999927	-0.02338161
-595.76666594	-0.02433288
-595.73333261	-0.02466861
-595.69999927	-0.02399546
-595.66666594	-0.02244038
-595.63333261	-0.02005609
-595.59999927	-0.01704945
-595.56666594	-0.01374925
-595.53333260	-0.01032217
-595.49999927	-0.00684610
-595.46666594	-0.00347245
-595.43333260	-0.00032687
-595.39999927	0.00226809
-595.36666594	0.00400540
-595.33333260	0.00448890
-595.29999927	0.00359923
-595.26666594	0.00118229
-595.23333260	-0.00248331
-595.19999927	-0.00702127
-595.16666593	-0.01205786
-595.13333260	-0.01718285
-595.09999927	-0.02214248
-595.06666593	-0.02652094
-595.03333260	-0.03007710
-594.99999927	-0.03271835
-594.96666593	-0.03426299
-594.93333260	-0.03464826
-594.89999927	-0.03413171
-594.86666593	-0.03276691
-594.83333260	-0.03097377
-594.79999927	-0.02905254
-594.76666593	-0.02728302
-594.73333260	-0.02603127
-594.69999926	-0.02531217
-594.66666593	-0.02516055
-594.63333260	-0.02534264
-594.59999926	-0.02577056
-594.56666593	-0.02626271
-594.53333260	-0.02653285
-594.49999926	-0.02661271
-594.46666593	-0.02650216
-594.43333260	-0.02610810
-594.39999926	-0.02558772
-594.36666593	-0.02504066
-594.33333260	-0.02446629
-594.29999926	-0.02378207
-594.26666593	-0.02299191
-594.23333259	-0.02203234
-594.19999926	-0.02084440
-594.16666593	-0.01940785
-594.13333259	-0.01763311
-594.09999926	-0.01552334
-594.06666593	-0.01320315
-594.03333259	-0.01058133
-593.99999926	-0.00787952
-593.96666593	-0.00517540
-593.93333259	-0.00259619
-593.89999926	-0.00026210
-593.86666592	0.00175901
-593.83333259	0.00337887
-593.79999926	0.00453715
-593.76666592	0.00517011
-593.73333259	0.00512938
-593.69999926	0.00429855
-593.66666592	0.00265664
-593.63333259	0.00019781
-593.59999926	-0.00287374
-593.56666592	-0.00633431
-593.53333259	-0.00987521
-593.49999926	-0.01320431
-593.46666592	-0.01622029
-593.43333259	-0.01889678
-593.39999925	-0.02125563
-593.36666592	-0.02333125
-593.33333259	-0.02509204
-593.29999925	-0.02645464
-593.26666592	-0.02730769
-593.23333259	-0.02739429
-593.19999925	-0.02665667
-593.16666592	-0.02498779
-593.13333259	-0.02248835
-593.09999925	-0.01930333
-593.06666592	-0.01571078
-593.03333259	-0.01199611
-592.99999925	-0.00843464
-592.96666592	-0.00525177
-592.93333258	-0.00255336
-592.89999925	-0.00040480
-592.86666592	0.00119268
-592.83333258	0.00226115
-592.79999925	0.00281088
-592.76666592	0.00284179
-592.73333258	0.00242403
-592.69999925	0.00158781
-592.66666592	0.00051144
-592.63333258	-0.00063697
-592.59999925	-0.00167394
-592.56666591	-0.00242241
-592.53333258	-0.00276983
-592.49999925	-0.00268538
-592.46666591	-0.00219448
-592.43333258	-0.00136219
-592.39999925	-0.00030677
-592.36666591	0.00089556
-592.33333258	0.00212689
-592.29999925	0.00333532
-592.26666591	0.00446004
-592.23333258	0.00547790
-592.19999925	0.00637076
-592.16666591	0.00709033
-592.13333258	0.00761545
-592.09999924	0.00789495
-592.06666591	0.00790710
-592.03333258	0.00763168
-591.99999924	0.00712304
-591.96666591	0.00638748
-591.93333258	0.00553482
-591.89999924	0.00457075
-591.86666591	0.00358837
-591.83333258	0.00267928
-591.79999924	0.00187579
-591.76666591	0.00122649
-591.73333257	0.00077426
-591.69999924	0.00051281
-591.66666591	0.00042334
-591.63333257	0.00044836
-591.59999924	0.00054994
-591.56666591	0.00066339
-591.53333257	0.00074906
-591.49999924	0.00079426
-591.46666591	0.00080356
-591.43333257	0.00077850
-591.39999924	0.00073636
-591.36666591	0.00070143
-591.33333257	0.00068636
-591.29999924	0.00070117
-591.26666590	0.00074377
-591.23333257	0.00079959
-591.19999924	0.00086008
-591.16666590	0.00090583
-591.13333257	0.00092681
-591.09999924	0.00091664
-591.06666590	0.00087364
-591.03333257	0.00080321
-590.99999924	0.00071319
-590.96666590	0.00061021
-590.93333257	0.00050348
-590.89999924	0.00039753
-590.86666590	0.00029649
-590.83333257	0.00020444
-590.79999923	0.00012595
-590.76666590	0.00006459
-590.73333257	0.00001944
-590.69999923	-0.00000839
-590.66666590	-0.00002108
-590.63333257	-0.00002459
-590.59999923	-0.00002154
-590.56666590	-0.00001572
-590.53333257	-0.00000954
-590.49999923	-0.00000453
-590.46666590	-0.00000138
-590.43333256	-0.00000012
-590.39999923	0.00000000
